"Reporting starts","Reporting ends","Ad name","Ad delivery",Impressions,Reach,Frequency,"CPM (cost per 1,000 impressions) (EUR)","Unique link clicks","Unique CTR (link click-through rate)","CPC (cost per link click) (EUR)","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Content views","Cost per content view (EUR)",Leads,"Cost per lead (EUR)",Results,"Result indicator","Cost per results","Amount spent (EUR)","Ad set budget","Ad set budget type","Date created","Last significant edit","Campaign name","Ad set name"
2025-12-01,2025-12-14,"HOOK_NEMMENO_500€SUL_CONTO+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V _H1_NEW - Copy",active,22,22,1,10.454545,,0,,11,1,,,,,7,,,,,,,,0.23,"Using campaign budget",0,2025-11-10,0,"RET | CBO | 25% VV video lungo > VSL","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,"Video_ad_educational - Copy",not_delivering,2,2,1,0,,0,,1,,,,,,4,,,,,,,,0,"Using campaign budget",0,2025-11-10,0,"RET | CBO | 25% VV video lungo > VSL","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,CHIARA_MAZZETTO_+_BODY_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO,active,12054,9435,1.277583,17.336984,172,1.822999,1.180678,4390,289,158,102,69,46,6,,,24,8.7075,14,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,14.92714286,208.98,15,Daily,2025-11-11,0,"Test LDP","M/F_25-45_ADV+: CHIARA_MAZZETTO_+_BODY_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO"
2025-12-01,2025-12-14,CBO_ad_4,active,3,3,1,6.666667,,0,,1,,,,,,2,,,,,,,,0.02,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,CBO_BOX_DOMANDE,active,8,8,1,25,,0,,2,1,1,,,,6,,,,,,,,0.2,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,CBO_Video_ad_educational,not_delivering,2,2,1,0,,0,,,,,,,,1,,,,,,,,0,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,CBO_VIDEO_AD_ALESSIA_PASCARELLA_+_ANTONIO_MALINGONICO_N,active,4913,4407,1.114817,7.62874,38,0.862265,0.986316,1331,133,67,52,30,19,6,,,3,12.493333,2,conversions:offsite_conversion.fb_pixel_custom.generate_lead,18.74,37.48,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,CBO_VIDEO_AD_ALESSIA_PASCARELLA_-_LANCIO_2_STORE_N,active,252482,202653,1.245883,5.820692,2573,1.269658,0.558791,65846,11158,5835,3961,2026,1691,5,,,205,7.168878,204,conversions:offsite_conversion.fb_pixel_custom.generate_lead,7.20401961,1469.62,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,CBO_HOOK_NEMMENO_500€SUL_CONTO+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V,active,738,667,1.106447,9.200542,8,1.1994,0.84875,206,16,10,6,4,2,4,,,1,6.79,1,conversions:offsite_conversion.fb_pixel_custom.generate_lead,6.79,6.79,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,CBO_HOOK_BIANCO_E_NERO_MOLTI_MI_CHIEDONO_MARCO_MA_COME_SI_FA_A..._+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V,active,92874,72222,1.285952,6.296703,928,1.284927,0.620807,25483,2492,1398,964,487,366,6,,,70,8.354286,71,conversions:offsite_conversion.fb_pixel_custom.generate_lead,8.23661972,584.8,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling","M/F_25-45_ADV+:  best creative"
2025-12-01,2025-12-14,SUSY_-_Vuoi_guadagnare_senza_fare_niente,active,58332,48466,1.203565,3.568367,1537,3.171295,0.124195,16327,3210,2277,1261,690,332,10,,,284,0.732923,158,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,1.31740506,208.15,15,Daily,2025-11-19,0,"Test LDP","M/F_25-45_ADV+:  SUSY_-_Vuoi_guadagnare_senza_fare_niente"
2025-12-01,2025-12-14,CENA_IN_FAMIGLIA,active,22049,16191,1.361806,9.413125,195,1.204373,0.93914,4541,1141,542,367,161,143,3,,,16,12.971875,10,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,20.755,207.55,15,Daily,2025-11-19,0,"Test LDP","M/F_25-45_ADV+:  CENA IN FAMIGLIA"
2025-12-01,2025-12-14,PERSONE_NON_CREDONO,active,19090,12137,1.572876,10.884233,205,1.68905,0.940181,2832,541,382,233,132,111,3,,,25,8.3112,9,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,23.08666667,207.78,15,Daily,2025-11-27,0,"Test LDP","M/F_25-45_ADV+: PERSONE_NON_CREDONO"
2025-12-01,2025-12-14,FORESTA,archived,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-11-27,0,"Test LDP","M/F_25-45_ADV+: FORESTA"
2025-12-01,2025-12-14,FORESTA_2,active,15170,9504,1.59617,10.864865,180,1.893939,0.692521,3049,1585,904,373,235,207,5,,,11,14.983636,7,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,23.54571429,164.82,15,Daily,2025-12-03,2025-12-03T23:38:19+0100,"Test LDP","M/F_25-45_ADV+:  FORESTA 2"
2025-12-01,2025-12-14,ALESSIA_URLA_A_LUCA,active,5559,4370,1.272082,8.285663,40,0.915332,1.096667,1139,144,71,47,33,28,4,,,3,15.353333,3,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,15.35333333,46.06,15,Daily,2025-12-11,0,"Test LDP","M/F_25-45_ADV+: ALESSIA URLA A LUCA"
2025-12-01,2025-12-14,HOOK_MOLTI_MI_CHIEDONO_+_VIDEO_ADV_APP_VERDE_H2_NEW,not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-10-20,2025-10-20T14:01:17+0200,"Test LDP","M/F_25-45_ADV+: HOOK_MOLTI_MI_CHIEDONO_+_VIDEO_ADV_APP_VERDE - Copy"
2025-12-01,2025-12-14,VIDEO_AD_ALESSIA_PASCARELLA_+_ANTONIO_MALINGONICO_NEW,active,90810,70986,1.279266,4.580333,687,0.967796,0.589986,17875,1528,836,695,362,116,4,,,34,12.233529,18,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,23.10777778,415.94,30,Daily,2025-10-20,2025-10-20T14:01:18+0200,"Test LDP","M/F_25-45_ADV+:  VIDEO_AD_ALESSIA_PASCARELLA_+_ANTONIO_MALINGONICO_N - Copy"
2025-12-01,2025-12-14,HOOK_BRUTTO_BASTARDO_+_BODY_RISPOSTA_COMMENTO_NEGATIVO_1_NEW,active,41430,32100,1.290654,5.013758,413,1.286604,0.469955,8725,1837,615,322,178,134,5,,,49,4.239184,31,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,6.70064516,207.72,15,Daily,2025-10-20,2025-10-20T14:01:21+0200,"Test LDP","M/F_25-45_ADV+:  HOOK_BRUTTO_BASTARDO_+_BODY_RISPOSTA_COMMENTO_NEGATIVO_1 - Copy"
2025-12-01,2025-12-14,HOOK_BIANCO_E_NERO_MOLTI_MI_CHIEDONO_MARCO_MA_COME_SI_FA_A..._+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V_NEW,active,46875,40037,1.170792,4.794027,324,0.809251,0.674835,12791,1107,569,384,179,126,6,,,23,9.770435,22,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,10.21454545,224.72,15,Daily,2025-10-20,2025-11-10T03:28:15+0100,"Test LDP","M/F_25-45_ADV+:  HOOK_BIANCO_E_NERO_MOLTI_MI_CHIEDONO_MARCO_MA_COME_SI_FA_A..._+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V"
2025-12-01,2025-12-14,"HOOK_NEMMENO_500€SUL_CONTO+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V _H1_NEW",active,60886,47123,1.292065,9.110797,596,1.264775,0.89906,19159,1422,779,513,274,199,5,,,55,10.085818,34,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,16.31529412,554.72,40,Daily,2025-10-20,2025-10-20T14:01:27+0200,"Test LDP","M/F_25-45_ADV+: HOOK_NEMMENO_500€SUL_CONTO+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V - Copy"
2025-12-01,2025-12-14,VIDEO_AD_ALESSIA_PASCARELLA_-_LANCIO_2_STORE_NEW,active,94915,84395,1.124652,4.387294,759,0.899342,0.524458,22754,4061,2023,1343,628,544,5,,,73,5.704384,53,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,7.85698113,416.42,30,Daily,2025-10-20,2025-10-20T14:01:21+0200,"Test LDP","M/F_25-45_ADV+:  VIDEO_AD_ALESSIA_PASCARELLA_-_LANCIO_2_STORE_N - Copy"
2025-12-01,2025-12-14,Video_ad_educational,active,41043,33513,1.224689,5.080282,193,0.575896,1.04255,7918,1621,756,519,318,262,4,,,24,8.687917,15,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,13.90066667,208.51,15,Daily,2025-10-20,2025-11-17T21:09:52+0100,"Test LDP","M/F_25-45_ADV+: Video_ad_educational - Copy"
2025-12-01,2025-12-14,BOX_DOMANDE_bis_new,active,38970,24916,1.564055,10.670772,371,1.489003,0.994833,6255,1577,846,355,266,242,3,,,33,12.601212,22,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,18.90181818,415.84,30,Daily,2025-10-20,2025-10-20T14:03:14+0200,"Test LDP","M/F_25-45_ADV+:  BOX_DOMANDE - Copia  pixel"
2025-12-01,2025-12-14,Video_ad_educational_CON_COMMENTI,inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-10-29,2025-10-29T22:06:13+0100,"Test LDP","M/F_25-45_ADV+: Video_ad_educational - CON COMMENTI"
2025-12-01,2025-12-14,"Video lungo 1",active,148627,75352,1.972436,1.859622,2,0.002654,138.195,94686,336,206,122,95,82,12,,,,,21725,video_thruplay_watched_actions,0.01272221,276.39,20,Daily,2025-10-31,2025-11-08T17:09:52+0100,"RET | video lungo","50% ads view 90 days"
2025-12-01,2025-12-14,"Video lungo F",active,141976,84406,1.682061,1.945963,1,0.001185,276.28,93640,179,86,65,49,45,13,,,,,21450,video_thruplay_watched_actions,0.01288019,276.28,20,Daily,2025-11-05,2025-11-08T17:09:48+0100,"RET | video lungo - F","50% ads view 90 days"
